compound,smiles,valid_smiles,smiles_canonical,inchi_key
CPD1G01-8,CCCCCCCCCCCCCC(NC(=O)CCC(=O)NC(CC1(\C=C/C(/O)=C\C=1))C2(\N[C@@H](CC\[NH+]=2)C(=O)NC(CC([O-])=O)C(=O)NC(C(=O)NC(C4(\NC(C(=O)NCC(NC(C(NC3(CCCN(O)C(=O)3))=O)CO)=O)CC\[NH+]=4))C(O)C([O-])=O)CCC[NH3+]))=O,True,CCCCCCCCCCCCCC(=O)NC(=O)CCC(=O)NC(Cc1ccc(O)cc1)C1=[NH+]CC[C@@H](C(=O)NC(CC(=O)[O-])C(=O)NC(CCC[NH3+])C(=O)NC(C2=[NH+]CCC(C(=O)NCC(=O)NC(CO)C(=O)NC3CCCN(O)C3=O)N2)C(O)C(=O)[O-])N1,SMJNUWXMJODHEZ-CIUXJIBBSA-O
CPD-13227,CC(=O)N[C@H]1(C(O)O[C@H](CO)[C@H]([C@H](O)1)O[C@H]2([C@H](NC(C)=O)[C@@H](O)[C@@H]([C@@H](CO)O2)O[C@@H]3(O[C@@H]([C@@H](O)[C@H](O)[C@@H](NC(C)=O)3)CO))),True,CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O,WZZVUHWLNMNWLW-MEWKLCDLSA-N
CPD0-1148,CN(C)C1(\C=C/C(/N)=C\C=1),True,CN(C)c1ccc(N)cc1,BZORFPDSXLZWJF-UHFFFAOYSA-N
DIMETHYL-GLYCINE,C[NH+](CC([O-])=O)C,True,C[NH+](C)CC(=O)[O-],FFDGPVCHZBVARC-UHFFFAOYSA-N
N-5-PHOSPHORIBOSYL-ANTHRANILATE,C(OP(=O)([O-])[O-])[C@H]2(O[C@@H](NC1(/C=C\C=C/C(/C(=O)[O-])=1))[C@H](O)[C@H](O)2),True,O=C([O-])c1ccccc1N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,PMFMJXPRNJUYMB-GWOFURMSSA-K
N-ACETYL-D-GLUCOSAMINE-1-P,CC(=O)N[C@@H]1([C@@H](O)[C@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])[O-])1),True,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO)[C@@H](O)[C@@H]1O,FZLJPEPAYPUMMR-FMDGEEDCSA-L
CPD-13462,CC(=O)N[C@@H]1([C@@H](O)O[C@H](CO)[C@@H](O)[C@H](O)1),True,CC(=O)N[C@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,OVRNDRQMDRJTHS-UOLFYFMNSA-N
CPD0-1643,C[C@@H](O[C@@H]1([C@@H](NC(=O)C)[C@H](O[C@H](CO)[C@H]1O)OP([O-])(=O)[O-]))C(=O)[O-],True,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)[O-],DTSXRQWOCZUNPL-YVNCZSHWSA-K
CPD-15184,C[C@@H](C(=O)[O-])NC([C@H](O[C@@H]1([C@@H](NC(=O)C)[C@@H](O)O[C@H](CO)[C@@H](O)1))C)=O,True,CC(=O)N[C@@H]1[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)[O-])[C@H](O)[C@@H](CO)O[C@@H]1O,ICMUIFDBEVJCQA-GFBFODDVSA-M
N-ACETYL-D-GLUCOSAMINE,CC(=O)N[C@H]1([C@H](O)O[C@H](CO)[C@@H](O)[C@H](O)1),True,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O,OVRNDRQMDRJTHS-FMDGEEDCSA-N
CPD0-1081,C[C@H](C(=O)[O-])O[C@@H]2([C@@H](NC(=O)C)[C@@H]1(OC[C@@H](O1)[C@H]2O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(C)=O)3))),True,CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)[O-])[C@@H](NC(C)=O)[C@@H]3OC[C@H]2O3)O[C@H](CO)[C@@H](O)[C@@H]1O,MWWQKONGFKUAEK-STFZFCBQSA-M
CPD0-1123,CC(=O)N[C@@H]1([C@H](C[C@](C([O-])=O)(O)O[C@H]1[C@H](O)[C@H](O)CO)O),True,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](O)(C(=O)[O-])C[C@@H]1O,SQVRNKJHWKZAKO-PFQGKNLYSA-M
N-ACETYL-D-GALACTOSAMINE-6-PHOSPHATE,CC(=O)N[C@H]1(C(O)O[C@H](COP(=O)([O-])[O-])[C@H](O)[C@H](O)1),True,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)([O-])[O-])[C@H](O)[C@@H]1O,BRGMHAYQAZFZDJ-KEWYIRBNSA-L
CPD-370,CC(N[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C([O-])=O)=O,True,CC(=O)N[C@@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H](O)CO,LZKNVSNNPRQZJB-DBRKOABJSA-M
CPD-13360,C[C@@H](C(N[C@H](CCC(N[C@@H](CCCC(C([O-])=O)[NH3+])C([O-])=O)=O)C([O-])=O)=O)NC(C(C)O[C@@H]1([C@H]([C@@H](O)O[C@H](CO)[C@H]1O[C@H]2([C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)NC(C)=O))NC(C)=O))=O,True,CC(=O)N[C@@H]1[C@@H](OC(C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC([NH3+])C(=O)[O-])C(=O)[O-])C(=O)[O-])[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@@H]1O,YYHVEOZOKOAOKS-PUVCUCPVSA-L
CPD-13359,C[C@@H](C(N[C@H](CCC(N[C@@H](CCCC(C([O-])=O)[NH3+])C(N[C@H](C)C([O-])=O)=O)=O)C([O-])=O)=O)NC(C(C)O[C@@H]1([C@H]([C@@H](O)O[C@H](CO)[C@H]1O[C@H]2([C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)NC(C)=O))NC(C)=O))=O,True,CC(=O)N[C@@H]1[C@@H](OC(C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@@H]1O,BLHSZJFFDPSTHR-FZNRESIQSA-L
CPD0-881,C[C@@H](O[C@@H]1([C@H](C(O[C@@H]([C@H]1O)COP([O-])(=O)[O-])O)NC(=O)C))C([O-])=O,True,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O[C@H](C)C(=O)[O-],NMEMTQKUEVNSPV-MKFCKLDKSA-K
CPD-7224,CC(=O)N[C@H](C([O-])=O)CCCNC(=O)N,True,CC(=O)N[C@@H](CCCNC(N)=O)C(=O)[O-],WMQMIOYQXNRROC-LURJTMIESA-M
ACETYL-GLU,CC(=O)N[C@H](C([O-])=O)CCC(=O)[O-],True,CC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],RFMMMVDNIPUKGG-YFKPBYRVSA-L
CPD-469,CC(=O)N[C@H](C([O-])=O)CCC=O,True,CC(=O)N[C@@H](CCC=O)C(=O)[O-],BCPSFKBPHHBDAI-LURJTMIESA-M
CPD0-2015,CC(=O)N[C@@H](CCSC)C([O-])=O,True,CSCC[C@H](NC(C)=O)C(=O)[O-],XUYPXLNMDZIRQH-LURJTMIESA-M
N-ALPHA-ACETYLORNITHINE,CC(=O)N[C@@H](CCC[NH3+])C(=O)[O-],True,CC(=O)N[C@@H](CCC[NH3+])C(=O)[O-],JRLGPAXAGHMNOL-LURJTMIESA-N
N-ACETYL-GLUTAMYL-P,CC(=O)N[C@H](C([O-])=O)CCC(=O)OP([O-])(=O)[O-],True,CC(=O)N[C@@H](CCC(=O)OP(=O)([O-])[O-])C(=O)[O-],FCVIHFVSXHOPSW-YFKPBYRVSA-K
CPD-9999,CC(=O)N[C@H](C(=O)[O-])CCP(C)([O-])=O,True,CC(=O)N[C@@H](CCP(C)(=O)[O-])C(=O)[O-],VZVQOWUYAAWBCP-LURJTMIESA-L
CPD-569,CC(=O)NCCCC[NH3+],True,CC(=O)NCCCC[NH3+],KLZGKIDSEJWEDW-UHFFFAOYSA-O
CPD0-1442,CC(=O)N[C@H](C(=O)OC)CCCC[NH3+],True,COC(=O)[C@H](CCCC[NH3+])NC(C)=O,HHOLXTXLQMKUGJ-QMMMGPOBSA-O
CARBAMYUL-L-ASPARTATE,C(=O)([O-])C[C@H](NC(N)=O)C([O-])=O,True,NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-],HLKXYZVTANABHZ-REOHCLBHSA-L
N-CARBAMOYLGLYCINE,C(NC(=O)N)C(=O)[O-],True,NC(=O)NCC(=O)[O-],KZVRXPPUJQRGFN-UHFFFAOYSA-M
CPD-597,C(CCCNC(N)=O)[NH3+],True,NC(=O)NCCCC[NH3+],YANFYYGANIYHGI-UHFFFAOYSA-O
CPD-807,CCNC1(\N=C(/N=C(\N=1)/O)\O),True,CCNc1nc(O)nc(O)n1,ILHRXTGGTUPFJR-UHFFFAOYSA-N
CPD-806,CCNC1(\N=C(\N=C(N)/N=1)\O),True,CCNc1nc(N)nc(O)n1,XRVCXZWINJOORX-UHFFFAOYSA-N
CPD-10490,CCNCC(=O)[O-],True,CCNCC(=O)[O-],YPIGGYHFMKJNKV-UHFFFAOYSA-M
N-ETHYLMALEIMIDE,CCN1(C(=O)\C=C/C(=O)1),True,CCN1C(=O)C=CC1=O,HDFGOPSGAURCEO-UHFFFAOYSA-N
CPD0-903,CCN1(C(CCC1=O)=O),True,CCN1C(=O)CCC1=O,GHAZCVNUKKZTLG-UHFFFAOYSA-N
N-FORMIMINO-L-GLUTAMATE,C(N[C@H](C([O-])=O)CCC([O-])=O)=[NH2+],True,[NH2+]=CN[C@@H](CCC(=O)[O-])C(=O)[O-],NRXIKWMTVXPVEF-BYPYZUCNSA-M
CPD-600,C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],True,O=CN[C@@H](CCC(=O)[O-])C(=O)[O-],ADZLWSMFHHHOBV-BYPYZUCNSA-L
N-FORMYLKYNURENINE,C(=O)NC1(/C=C\C=C/C(/C(=O)C[C@H]([NH3+])C(=O)[O-])=1),True,[NH3+][C@@H](CC(=O)c1ccccc1NC=O)C(=O)[O-],BYHJHXPTQMMKCA-QMMMGPOBSA-N
CPD-12278,C(\C(=O)NC=O)=C\C(=O)[O-],True,O=CNC(=O)/C=C\C(=O)[O-],HSKSAKBZUITULZ-UPHRSURJSA-M
N-ISOPROPYLAMMELIDE,CC(NC1(\N=C(/N=C(\N=1)/O)\O))C,True,CC(C)Nc1nc(O)nc(O)n1,DBFMBHXVWIURSV-UHFFFAOYSA-N
CPD-904,C1(CC[C@@H](C([O-])=O)[NH+](C)1),True,C[NH+]1CCC[C@H]1C(=O)[O-],CWLQUGTUXBXTLF-YFKPBYRVSA-N
CPD-19237,CC(=O)NC,True,CNC(C)=O,OHLUUHNLEMFGTQ-UHFFFAOYSA-N
N-SUCCINYL-2-AMINO-6-KETOPIMELATE,C(CC(=O)C(=O)[O-])C[C@H](NC(CCC([O-])=O)=O)C([O-])=O,True,O=C([O-])CCC(=O)N[C@@H](CCCC(=O)C(=O)[O-])C(=O)[O-],SDVXSCSNVVZWDD-LURJTMIESA-K
N-SUCCINYLLL-2-6-DIAMINOPIMELATE,C(C[C@H]([NH3+])C(=O)[O-])C[C@H](NC(CCC([O-])=O)=O)C([O-])=O,True,[NH3+][C@@H](CCC[C@H](NC(=O)CCC(=O)[O-])C(=O)[O-])C(=O)[O-],GLXUWZBUPATPBR-BQBZGAKWSA-L
CPD-13489,C([NH3+])CC[NH2+]CCCCNC(N)=[NH2+],True,NC(=[NH2+])NCCCC[NH2+]CCC[NH3+],XYCUJKFFVBCJEF-UHFFFAOYSA-Q
5-PHOSPHO-RIBOSYL-GLYCINEAMIDE,C([NH3+])C(=O)N[C@H]1([C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O1),True,[NH3+]CC(=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,OBQMLSFOUZUIOB-SHUUEZRQSA-M
N1-METHYLADENINE,CN2(\C=N/C1(\C(\N=C/N=1)=C(N)/2)),True,Cn1cnc2ncnc-2c1N,HPZMWTNATZPBIH-UHFFFAOYSA-N
NITROGEN-MOLECULE,N#N,True,N#N,IJGRMHOSHXDMSA-UHFFFAOYSA-N
5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE,C(NC=O)C(=O)N[C@H]1([C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O1),True,O=CNCC(=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,VDXLUNDMVKSKHO-XVFCMESISA-L
CPD-421,C(CC[C@H](NC(=O)CCC([O-])=O)C(=O)[O-])NC(N)=[NH2+],True,NC(=[NH2+])NCCC[C@H](NC(=O)CCC(=O)[O-])C(=O)[O-],UMOXFSXIFQOWTD-LURJTMIESA-M
CPD-822,C(CC[C@H](NC(CCC(=O)[O-])=O)C(=O)[O-])=O,True,O=CCC[C@H](NC(=O)CCC(=O)[O-])C(=O)[O-],XTOKIEIBKARFSZ-LURJTMIESA-L
N2-SUCCINYLORNITHINE,C(CC[C@@H](C([O-])=O)NC(=O)CCC([O-])=O)[NH3+],True,[NH3+]CCC[C@H](NC(=O)CCC(=O)[O-])C(=O)[O-],VWXQFHJBQHTHMK-LURJTMIESA-M
N2-SUCCINYLGLUTAMATE,C(CCC(=O)[O-])(N[C@@H](CCC(=O)[O-])C(=O)[O-])=O,True,O=C([O-])CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],JCNBNOQGFSXOML-YFKPBYRVSA-K
CPD0-181,C(OP([O-])(=O)[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C=C(NC([O-])=O)\2)),True,O=C([O-])Nc1cncn1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,JHLXDWGVSYMXPL-XVFCMESISA-K
CPD-11571,C(CNO)C[C@H]([NH3+])C([O-])=O,True,[NH3+][C@@H](CCCNO)C(=O)[O-],OZMJDTPATROLQC-BYPYZUCNSA-N
CPD-596,CN(C(NCCC[C@H]([NH3+])C(=O)[O-])=[NH2+])C,True,CN(C)C(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-],YDGMGEXADBMOMJ-LURJTMIESA-O
NA+,[Na+],True,[Na+],FKNQFGJONOIPTF-UHFFFAOYSA-N
NAD,C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5),True,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,BAWFJGJZGIEFAR-NNYOXOHSSA-M
NADH,C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5)),True,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,BOPGDPNILDQYTO-NNYOXOHSSA-L
NADP,C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5),True,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,XJLXINKUBYWONI-NNYOXOHSSA-K
NADPH,C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N),True,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,ACFIXJIJDZMPPO-NNYOXOHSSA-J
CPD1G01-4,nan,False,,
CPD-14596,CC[C@@](O[C@@H]2(O[C@H](CO[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))[C@@H](O)[C@H](O)[C@@H](O)2))(C#N)C,True,CC[C@](C)(C#N)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,WOSYVGNDRYBQCQ-BARGLTKPSA-N
NI+2,[Ni+2],True,[Ni+2],VEQPNABPJHWNSG-UHFFFAOYSA-N
NIACINAMIDE,C1(\C=C/C(/C(=O)N)=C\N=1),True,NC(=O)c1cccnc1,DFPAKSUCGFBDDF-UHFFFAOYSA-N
NIACINE,C1(\N=C/C(/C([O-])=O)=C\C=1),True,O=C([O-])c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-M
DEAMIDO-NAD,C5(/C(/C([O-])=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5),True,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H]([n+]3cccc(C(=O)[O-])c3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,SENPVEZBRZQVST-HISDBWNOSA-L
3-BETA-D-GLUCOSYLGLUCOSE,C(O)[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O[C@@H]1([C@@H](O)C(O)O[C@H](CO)[C@@H](O)1))O2),True,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](CO)OC(O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,QIGJYVCQYDKYDW-NSYYTRPSSA-N
NITRATE,N(=O)(=O)[O-],True,O=[N+]([O-])[O-],NHNBFGGVMKEFGY-UHFFFAOYSA-N
NITRIC-OXIDE,N=O,True,N=O,ODUCDPQEXGNKDN-UHFFFAOYSA-N
NITRITE,N([O-])=O,True,O=N[O-],IOVCWXUNBOPUCH-UHFFFAOYSA-M
NITROUS-OXIDE,N#N=O,True,[N-]=[N+]=O,GQPLMRYTRLFLPF-UHFFFAOYSA-N
CPD-7302,CCCCCCCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O,True,CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],WLDUTYVSAGSKIV-FUEUKBNZSA-J
CPD0-2056,C[C@@H](C(NCC(=O)[O-])=O)NC(CC[C@@H](C(=O)[O-])[NH3+])=O,True,C[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-],RPVCUZZJCXVVDW-WDSKDSINSA-M
NORSPERMIDINE,C(CC[NH2+]CCC[NH3+])[NH3+],True,[NH3+]CCC[NH2+]CCC[NH3+],OTBHHUPVCYLGQO-UHFFFAOYSA-Q
NUKED-PENTOSE-RING,C(C1(C(C(CO1)O)O))O,True,OCC1OCC(O)C1O,KZVAAIRBJJYZOW-UHFFFAOYSA-N
CPD-667,CC(OCC[C@@H](C([O-])=O)[NH3+])=O,True,CC(=O)OCC[C@H]([NH3+])C(=O)[O-],FCXZBWSIAGGPCB-YFKPBYRVSA-N
ACETYLSERINE,CC(OC[C@H]([NH3+])C(=O)[O-])=O,True,CC(=O)OC[C@H]([NH3+])C(=O)[O-],VZXPDPZARILFQX-BYPYZUCNSA-N
O-DGAL-HEX-0:0_1:ALDI,nan,False,,
O-DGLC-HEX-0:0_1:ALDI_6:D,nan,False,,
O-PHENANTHROLINE,C1(\C=C/C2(\C=C/C3(\C=C/C=N\C(C(\N=1)=2)=3))),True,c1cnc2c(c1)ccc1cccnc12,DGEZNRSVGBDHLK-UHFFFAOYSA-N
O-PHOSPHO-L-HOMOSERINE,C([C@H]([NH3+])C([O-])=O)COP([O-])(=O)[O-],True,[NH3+][C@@H](CCOP(=O)([O-])[O-])C(=O)[O-],FXDNYOANAXWZHG-VKHMYHEASA-L
3-P-SERINE,C(OP([O-])([O-])=O)[C@H]([NH3+])C(=O)[O-],True,[NH3+][C@@H](COP(=O)([O-])[O-])C(=O)[O-],BZQFBWGGLXLEPQ-REOHCLBHSA-L
PHOSPHORYL-ETHANOLAMINE,C(C[NH3+])OP([O-])([O-])=O,True,[NH3+]CCOP(=O)([O-])[O-],SUHOOTKUPISOBE-UHFFFAOYSA-M
O-SUCCINYL-L-HOMOSERINE,C(CC(=O)OCC[C@@H](C([O-])=O)[NH3+])C([O-])=O,True,[NH3+][C@@H](CCOC(=O)CCC(=O)[O-])C(=O)[O-],GNISQJGXJIDKDJ-YFKPBYRVSA-M
O-UREIDOHOMOSERINE,C(C[C@@H](C(=O)[O-])[NH3+])ONC(N)=O,True,NC(=O)NOCC[C@H]([NH3+])C(=O)[O-],SFYVZOSIAIZWQU-VKHMYHEASA-N
CPD-148,CCCCCCCC,True,CCCCCCCC,TVMXDCGIABBOFY-UHFFFAOYSA-N
CPD-195,CCCCCCCC(=O)[O-],True,CCCCCCCC(=O)[O-],WWZKQHOCKIZLMA-UHFFFAOYSA-M
CPD-196,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],KQMZYOXOBSXMII-CECATXLMSA-J
CPD-58,C(C(C1(\C=C/C(/O)=C\C=1))O)[NH3+],True,[NH3+]CC(O)c1ccc(O)cc1,QHGUCRYDKWKLMG-UHFFFAOYSA-O
CPD-22643,CCCCCCCCOC(=O)C,True,CCCCCCCCOC(C)=O,YLYBTZIQSIBWLI-UHFFFAOYSA-N
OH,[OH-],True,[OH-],XLYOFNOQVPJJNP-UHFFFAOYSA-M
OLEATE-CPD,CCCCCCCC\C=C/CCCCCCCC([O-])=O,True,CCCCCCCC/C=C\CCCCCCCC(=O)[O-],ZQPPMHVWECSIRJ-KTKRTIGZSA-M
OLEOYL-COA,CCCCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],XDUHQPOXLUAVEE-BPMMELMSSA-J
CPD-17624,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCC\C=C/CCCCCCCC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCC/C=C\CCCCCCCC(=O)[O-],IISWKVFHQLAOMW-BTFUZUOASA-I
CPD-20340,CC[C@@H](C(NCC(=O)[O-])=O)NC(CC[C@@H](C(=O)[O-])[NH3+])=O,True,CC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-],JCMUOFQHZLPHQP-BQBZGAKWSA-M
OROTATE,C1(\C(=O)NC(NC(/C([O-])=O)=1)=O),True,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,PXQPEWDEAKTCGB-UHFFFAOYSA-M
OROTIDINE-5-PHOSPHATE,C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(C(/C(=O)[O-])=C/C(=O)NC(=O)2)),True,O=C([O-])c1cc(=O)[nH]c(=O)n1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,KYOBSHFOBAOFBF-XVFCMESISA-K
OXALATE,C([O-])(C(=O)[O-])=O,True,O=C([O-])C(=O)[O-],MUBZPKHOEPUJKR-UHFFFAOYSA-L
OXALACETIC_ACID,C(C([O-])=O)C(=O)C([O-])=O,True,O=C([O-])CC(=O)C(=O)[O-],KHPXUQMNIQBQEV-UHFFFAOYSA-L
OXALO-SUCCINATE,C(C([O-])=O)C(C(C(=O)[O-])=O)C([O-])=O,True,O=C([O-])CC(C(=O)[O-])C(=O)C(=O)[O-],UFSCUAXLTRFIDC-UHFFFAOYSA-K
OXYGEN-MOLECULE,O=O,True,O=O,MYMOFIZGZYHOMD-UHFFFAOYSA-N
CPD-29,C1(=C/C=C(\C=C/1)/C(=O)[O-])[Hg]Cl,True,O=C([O-])c1cc[c]([Hg][Cl])cc1,YFZOUMNUDGGHIW-UHFFFAOYSA-L
CPD-7388,C(C1(\C=C/C(/[Hg])=C\C=1))([O-])=O,True,O=C([O-])c1cc[c]([Hg])cc1,FVFZSVRSDNUCGG-UHFFFAOYSA-M
